"LarvalID","Genetics.PlateID","Genetics.Row","Genetics.Column","raceCladeName","CladeName","cladeGoTName","Genetics.NestID","NestGoTName","Sibling","Genetics.Comments"
"191","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"192","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"193","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"194","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"195","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"196","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"197","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"198","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"199","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"225","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"227","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"228","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"229","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"230","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"231","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"232","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"233","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"234","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"235","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"236","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"237","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"238","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"239","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"240","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"241","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"242","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"244","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"245","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"246","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"247","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"257","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"258","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"259","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"260","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"261","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"270","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"271","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"272","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"273","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"274","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"275","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"276","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"277","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"278","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"279","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"185","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"186","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"187","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"188","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"189","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"190","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
"200","NA","NA","NA","NA","","NA","NA","NA","NA","NA"
