*,185_744505,185_745093,186_744506,186_745101,187-coll832-trial1_767271,187-coll832-trial1_769250,187_744507,187_745109,188-coll832-trial1_767272,188-coll832-trial1_769251,188_744508,188_745117,189-coll853-trial1_767273,189-coll853-trial1_769252,189_744509,190-coll853-trial1_767274,190-coll853-trial1_769253,190_744510,191_744511,192_744512,193_744513,194_744514,195_744515,196_744516,197_744528,198_744527,199_744526,200_744525,201_744524,202_744523,203_744522,204_744521,205_744520,205_745118,206_744519,206_745110,207_744518,207_745102,208_744517,208_745094,209_744529,209_745095,210_744530,210_745103,211_744531,211_745111,212_744532,212_745119,213_744533,214_744534,215_744535,216_744536,217_744537,218_744538,219_744539,220_744540,221-coll801-trial1_767270,222-coll801-trial1_767269,222-coll801-trial1_769248,223_744550,224_744549,225_744548,226_744547,227_744546,228_744545,229_744544,229_745120,230_744543,230_745112,231_744542,231_745104,232_744541,232_745096,233_744553,233_745097,234_744554,234_745105,235_744555,235_745113,236_744556,236_745121,237_744557,238_744558,239_744559,240_744560,241_744561,242_744562,243_744563,244_744564,245_744576,246_744575,247_744574,248_744573,249_744572,250_744571,251_744570,252_744569,253_744568,253_745122,254_744567,254_745114,255_744566,255_745106,256_744565,256_745098,257_744577,257_745099,258_744578,258_745107,259_744579,259_745115,260_744580,260_745123,261_744581,262_744582,263_744583,264_744584,265_744585,266_744586,267_744587,268_744551,269_744552,270_744598,271_744597,272_744596,273_744595,274_744594,275_744593,276_744592,277_744591,277_745124,278_744590,278_745116,279_744589,279_745108,280_744588,280_745100,864_767280,864_769259,869_767286,869_769265,corin-trial1_769254,narranderah-trial1_767276,narranderah-trial1_769255
189-coll853-trial1_767273,0.03691,0.03654,0.037706,0.038188,0.035404,0.035253,0.038981,0.037877,0.03762,0.037718,0.037997,0.040358,0,0.006874,0.038517,0.029669,0.029897,0.038619,0.038849,0.036536,0.039296,0.038384,0.037168,0.035819,0.035463,0.038517,0.042102,0.037529,0.03701,0.038126,0.038878,0.036606,0.038851,0.040486,0.039283,0.040475,0.037313,0.038382,0.03664,0.036092,0.035788,0.036382,0.038457,0.038466,0.038988,0.040257,0.037725,0.036317,0.037707,0.037094,0.037727,0.039225,0.037783,0.037026,0.037588,0.038094,0.039807,0.036937,0.035737,0.038253,0.038195,0.038682,0.036722,0.036137,0.042278,0.03926,0.038753,0.038798,0.039115,0.039748,0.03918,0.039011,0.040216,0.038112,0.038822,0.035676,0.036426,0.035939,0.035473,0.037959,0.038166,0.039738,0.035069,0.038768,0.036715,0.038153,0.037159,0.034005,0.036651,0.040038,0.036877,0.039262,0.059091,0.074074,0.036137,0.1,0.032609,0,0.025641,0.031454,0.032546,0.030971,0.031082,0.039446,0.037305,0.038731,0.039423,0.037953,0.037365,0.036429,0.037748,0.036991,0.036853,0.036459,0.155717,0.03875,0.03737,0.03895,0.038037,0.037518,0.027416,0.428861,0.037322,0.036641,0.037391,0.037448,0.036487,0.036477,0.035621,0.038539,0.038973,0.037774,0.038676,0.037634,0.037934,0.037286,0.036777,0.036613,0.036193,0.038634,0.038056,0.87342,0.877345,0.876568
189-coll853-trial1_769252,0.036324,0.035361,0.036905,0.038004,0.035603,0.034526,0.037835,0.037022,0.036926,0.036447,0.036741,0.03936,0.006874,0,0.03699,0.029587,0.029628,0.037533,0.038075,0.035726,0.037976,0.037886,0.036529,0.03534,0.034133,0.037797,0.040645,0.036488,0.036722,0.037517,0.037145,0.035415,0.037876,0.039204,0.038892,0.039747,0.036147,0.037533,0.03664,0.035996,0.034889,0.035598,0.037706,0.037476,0.038514,0.039864,0.03653,0.035885,0.036775,0.036058,0.038385,0.038162,0.037609,0.034931,0.036402,0.037625,0.038233,0.036592,0.036513,0.037978,0.037805,0.037787,0.036026,0.035695,0.041798,0.037896,0.037745,0.038586,0.038669,0.038722,0.038444,0.038525,0.038997,0.037087,0.038219,0.034411,0.036103,0.035815,0.035108,0.036911,0.036966,0.038997,0.03498,0.037311,0.035912,0.036833,0.036499,0.031566,0.036043,0.040141,0.036094,0.037728,0.070796,0.071429,0.035643,0.1,0.033333,0,0.012821,0.031625,0.032408,0.030735,0.030526,0.037186,0.036223,0.03902,0.03893,0.037185,0.03622,0.036046,0.037238,0.037113,0.036749,0.035655,0.155907,0.038537,0.037256,0.038025,0.036994,0.037116,0.02646,0.428979,0.036577,0.035686,0.036579,0.036831,0.036365,0.036178,0.035005,0.03808,0.037988,0.037395,0.038215,0.036229,0.036542,0.036572,0.036928,0.036015,0.035987,0.038432,0.037931,0.875719,0.879161,0.878153
189_744509,0.021353,0.020897,0.019069,0.019949,0.029229,0.028571,0.022533,0.022224,0.033557,0.032373,0.021605,0.022419,0.038517,0.03699,0,0.034604,0.035495,0.021884,0.031788,0.030292,0.031132,0.031525,0.031151,0.033286,0.029604,0.031619,0.031968,0.023515,0.023373,0.035442,0.033158,0.021408,0.021731,0.02336,0.034266,0.034766,0.034076,0.034202,0.034603,0.033721,0.031567,0.032059,0.035403,0.034732,0.03356,0.035487,0.032419,0.0313,0.034456,0.032374,0.034499,0.030367,0.035889,0.033879,0.033182,0.03388,0.033911,0.031962,0.031894,0.030299,0.036236,0.036736,0.034657,0.031783,0.036257,0.033112,0.032732,0.030804,0.030566,0.030938,0.030655,0.035048,0.036094,0.031695,0.031713,0.031382,0.033058,0.032644,0.032707,0.033963,0.034772,0.034769,0.030891,0.031981,0.03557,0.032396,0.038682,0.038462,0.034327,0.036574,0.033662,0.032055,0.047826,0.069343,0.032106,0.109375,0.040816,0,0.071429,0.035529,0.035842,0.033491,0.033104,0.034948,0.034839,0.034802,0.035815,0.034241,0.034708,0.029932,0.029249,0.035812,0.03523,0.031444,0.154269,0.031997,0.032434,0.032602,0.031365,0.033265,0.036152,0.434546,0.032552,0.032262,0.033318,0.036202,0.033133,0.032062,0.032468,0.032226,0.0325,0.033001,0.033342,0.031134,0.032365,0.03502,0.035293,0.033016,0.03367,0.0323,0.031922,0.870366,0.873923,0.873732
190-coll853-trial1_767274,0.033078,0.033072,0.033435,0.033774,0.033344,0.032845,0.034764,0.03355,0.034071,0.034293,0.033596,0.034669,0.029669,0.029587,0.034604,0,0.008678,0.035206,0.035037,0.034002,0.033951,0.037835,0.034638,0.034791,0.031414,0.03492,0.038807,0.034294,0.034502,0.035295,0.036081,0.034109,0.036293,0.036838,0.038095,0.037617,0.032527,0.031634,0.035286,0.034085,0.033965,0.034873,0.036009,0.035437,0.038156,0.038406,0.034719,0.034078,0.03591,0.033548,0.034164,0.03547,0.035252,0.031183,0.03371,0.034295,0.03239,0.034993,0.03417,0.035718,0.03551,0.035232,0.034847,0.031802,0.037934,0.036831,0.036313,0.037433,0.037088,0.037698,0.03753,0.034009,0.034258,0.032563,0.032895,0.035129,0.035952,0.034994,0.034111,0.034509,0.03426,0.035793,0.034018,0.033348,0.034656,0.038025,0.035216,0.033582,0.033006,0.038982,0.03456,0.032793,0.04955,0.05597,0.033111,0.066667,0.021739,0,0.038462,0.030462,0.03177,0.030567,0.031069,0.033622,0.032495,0.035321,0.036184,0.036952,0.03574,0.033552,0.034582,0.034109,0.035161,0.030585,0.152095,0.034559,0.035045,0.035718,0.036642,0.035275,0.030507,0.429488,0.03371,0.0352,0.034309,0.032057,0.036125,0.034087,0.033211,0.03662,0.036195,0.036076,0.037055,0.035574,0.037018,0.03521,0.035015,0.032501,0.032838,0.035089,0.034073,0.873897,0.878304,0.877965
190-coll853-trial1_769253,0.033882,0.033682,0.033035,0.033991,0.034347,0.033707,0.035436,0.033857,0.033921,0.033953,0.034024,0.035762,0.029897,0.029628,0.035495,0.008678,0,0.035685,0.034489,0.033476,0.035177,0.038061,0.035519,0.035201,0.032028,0.035163,0.038755,0.0349,0.034291,0.034922,0.035741,0.03411,0.036937,0.037642,0.037973,0.038318,0.032596,0.032677,0.034511,0.034154,0.034297,0.034719,0.036727,0.036056,0.038938,0.037641,0.035218,0.035595,0.036473,0.034888,0.035305,0.036067,0.035542,0.032638,0.034649,0.034967,0.033948,0.035707,0.035023,0.034769,0.036536,0.035833,0.033152,0.03161,0.037645,0.036251,0.036625,0.03806,0.037753,0.038395,0.038677,0.035058,0.035182,0.033308,0.033956,0.034942,0.036337,0.035573,0.034549,0.035318,0.034925,0.03613,0.033957,0.034149,0.034417,0.038039,0.034936,0.035264,0.033539,0.037661,0.033907,0.032926,0.053097,0.052632,0.033374,0.083333,0.021739,0,0.038462,0.030931,0.032517,0.030962,0.030374,0.033623,0.032502,0.034278,0.036235,0.036984,0.036447,0.033852,0.034522,0.034869,0.035237,0.031694,0.150867,0.035516,0.03514,0.036497,0.037511,0.03604,0.030277,0.431578,0.034353,0.035299,0.034473,0.031717,0.035403,0.034004,0.033896,0.036142,0.03633,0.035945,0.036627,0.036107,0.03747,0.035799,0.035578,0.033373,0.034091,0.034438,0.034214,0.875443,0.879281,0.878611
190_744510,0.022767,0.02344,0.023296,0.024545,0.032012,0.031581,0.023875,0.02367,0.033707,0.033357,0.023403,0.024143,0.038619,0.037533,0.021884,0.035206,0.035685,0,0.031576,0.030473,0.031596,0.029639,0.027255,0.034176,0.028959,0.031497,0.029941,0.021417,0.02308,0.036099,0.033267,0.023188,0.022924,0.021531,0.036653,0.035849,0.034835,0.034988,0.033767,0.033623,0.033618,0.033762,0.034889,0.035056,0.035394,0.034774,0.031423,0.029887,0.034184,0.032938,0.035021,0.030904,0.034233,0.03361,0.034887,0.034664,0.035849,0.032001,0.032531,0.029078,0.035364,0.037046,0.035339,0.03342,0.035592,0.032353,0.0314,0.028792,0.028711,0.030305,0.030761,0.035508,0.036626,0.031869,0.031417,0.032362,0.032508,0.032363,0.0318,0.032917,0.033535,0.03558,0.031428,0.032383,0.034271,0.031039,0.036838,0.031726,0.031039,0.036794,0.033114,0.032397,0.030702,0.052632,0.0343,0.112903,0.021739,0,0.025641,0.036735,0.03644,0.033897,0.034985,0.035386,0.034477,0.034181,0.034537,0.033591,0.032276,0.029895,0.029712,0.033732,0.033494,0.030269,0.152978,0.030529,0.032702,0.031755,0.030885,0.032213,0.03674,0.435607,0.032062,0.032523,0.03411,0.036833,0.033814,0.030416,0.030241,0.032091,0.031998,0.033675,0.036039,0.03154,0.031633,0.032555,0.032532,0.035959,0.036379,0.032698,0.03286,0.870858,0.874135,0.873822
191_744511,0.032496,0.032689,0.030769,0.031621,0.033306,0.032529,0.031079,0.031176,0.034829,0.034947,0.029482,0.030653,0.038849,0.038075,0.031788,0.035037,0.034489,0.031576,0,0.031515,0.01999,0.031566,0.031057,0.032372,0.032037,0.019919,0.0324,0.031475,0.032454,0.033979,0.031817,0.03013,0.032977,0.033574,0.034897,0.036093,0.033241,0.032755,0.035755,0.035756,0.035031,0.03438,0.034546,0.034038,0.033442,0.033839,0.033545,0.032115,0.034873,0.031711,0.032823,0.033033,0.034012,0.02968,0.032043,0.033422,0.03097,0.034031,0.03427,0.035561,0.035194,0.035944,0.031281,0.032717,0.033232,0.03295,0.032285,0.033461,0.033368,0.034853,0.034603,0.035447,0.036722,0.032961,0.033434,0.033215,0.034892,0.032077,0.031475,0.035507,0.034022,0.034033,0.031553,0.032508,0.034159,0.03561,0.03571,0.037783,0.032854,0.036265,0.032926,0.033314,0.047826,0.058824,0.032074,0.09375,0.041667,0.125,0.035714,0.034368,0.034687,0.035119,0.034216,0.033488,0.033113,0.032579,0.034171,0.033715,0.032827,0.033401,0.034027,0.034747,0.03456,0.031921,0.151603,0.031311,0.03125,0.028753,0.032594,0.033841,0.035499,0.434265,0.03326,0.034461,0.034489,0.033215,0.035891,0.033703,0.033794,0.034338,0.034055,0.033185,0.033908,0.032374,0.033057,0.034437,0.03376,0.032373,0.032878,0.032889,0.032983,0.874058,0.877312,0.877245
192_744512,0.027963,0.02876,0.030412,0.031492,0.030206,0.029035,0.028495,0.028933,0.029498,0.028593,0.027088,0.029643,0.036536,0.035726,0.030292,0.034002,0.033476,0.030473,0.031515,0,0.030535,0.028256,0.029675,0.031842,0.02669,0.03219,0.028965,0.029352,0.031209,0.030937,0.031441,0.028246,0.032481,0.033213,0.037553,0.037769,0.0335,0.033515,0.032063,0.031596,0.030503,0.032062,0.034752,0.034238,0.032753,0.032864,0.030759,0.030507,0.036659,0.032735,0.03376,0.033032,0.03545,0.032321,0.032503,0.034991,0.030438,0.031361,0.031385,0.032637,0.033881,0.033634,0.034783,0.032338,0.033749,0.033005,0.033729,0.026503,0.025089,0.027067,0.026519,0.035986,0.035808,0.031072,0.031439,0.031356,0.03179,0.031693,0.031771,0.035903,0.035622,0.037609,0.03034,0.031337,0.032861,0.027355,0.034989,0.034826,0.033245,0.035728,0.03055,0.031611,0.061947,0.059701,0.032629,0.145161,0.043478,0,0.0375,0.03311,0.033901,0.03204,0.031836,0.035137,0.034,0.03188,0.032948,0.032612,0.03093,0.031021,0.030133,0.033138,0.032953,0.028253,0.14924,0.031839,0.030512,0.026109,0.032935,0.029842,0.033207,0.43527,0.031105,0.03126,0.030204,0.035334,0.031969,0.029226,0.030043,0.032206,0.032036,0.033962,0.035239,0.032621,0.033672,0.030614,0.030554,0.032483,0.032855,0.030545,0.029683,0.876771,0.880813,0.880025
193_744513,0.030604,0.030983,0.029131,0.029953,0.033421,0.03222,0.030866,0.03073,0.033011,0.033079,0.028559,0.028896,0.039296,0.037976,0.031132,0.033951,0.035177,0.031596,0.01999,0.030535,0,0.032864,0.029634,0.031213,0.030488,0.019876,0.032072,0.030524,0.03131,0.03309,0.032057,0.029999,0.031198,0.031027,0.035852,0.03481,0.03249,0.031135,0.035313,0.035497,0.033751,0.03369,0.033322,0.033565,0.032312,0.032967,0.031885,0.030698,0.034133,0.03099,0.031194,0.03254,0.033341,0.030378,0.031817,0.033952,0.036336,0.034971,0.034545,0.034062,0.033446,0.036939,0.032897,0.031425,0.031633,0.032402,0.031022,0.034384,0.034198,0.034226,0.034258,0.033736,0.03524,0.031532,0.032062,0.033122,0.033133,0.03163,0.030718,0.032891,0.033118,0.033324,0.031633,0.031659,0.034756,0.035278,0.03749,0.035533,0.032509,0.035152,0.030351,0.032231,0.043103,0.066667,0.031078,0.106061,0.052083,0,0.060976,0.03518,0.036078,0.035782,0.036101,0.032974,0.031424,0.033182,0.033227,0.032054,0.030923,0.030784,0.032088,0.033158,0.033956,0.029257,0.15252,0.030827,0.030215,0.027569,0.032429,0.031107,0.035426,0.437158,0.033595,0.034534,0.034376,0.032801,0.035453,0.032431,0.033475,0.035446,0.033568,0.033288,0.034605,0.033039,0.033976,0.032889,0.033725,0.029944,0.030426,0.03329,0.033603,0.871755,0.875293,0.875173
194_744514,0.029713,0.030889,0.032349,0.033032,0.032788,0.032172,0.029422,0.029634,0.031536,0.031295,0.030161,0.031449,0.038384,0.037886,0.031525,0.037835,0.038061,0.029639,0.031566,0.028256,0.032864,0,0.02945,0.032196,0.02953,0.031321,0.019789,0.032242,0.03134,0.033642,0.031151,0.030311,0.030567,0.03099,0.036791,0.036519,0.034413,0.036495,0.032722,0.032271,0.03397,0.034872,0.035013,0.034801,0.034014,0.034212,0.031476,0.030417,0.035041,0.031659,0.035171,0.034475,0.036833,0.033509,0.034124,0.034669,0.036667,0.034047,0.033373,0.032617,0.035693,0.034008,0.038654,0.032976,0.035224,0.034658,0.034309,0.030267,0.030705,0.029576,0.029942,0.035879,0.036179,0.0353,0.035627,0.031379,0.032509,0.031472,0.031177,0.033567,0.032705,0.036676,0.031167,0.0333,0.032812,0.032032,0.035239,0.037594,0.036227,0.036174,0.032251,0.03613,0.044248,0.055556,0.034615,0.112903,0.021277,0,0.025,0.034856,0.035794,0.03539,0.034182,0.0362,0.034789,0.033139,0.033626,0.031699,0.032665,0.032345,0.031404,0.032531,0.033261,0.031316,0.15185,0.032163,0.028505,0.031757,0.029432,0.030054,0.036159,0.436221,0.033355,0.033797,0.032673,0.036369,0.033479,0.031178,0.029934,0.033987,0.034571,0.033372,0.035522,0.033532,0.034232,0.029986,0.03035,0.03367,0.034724,0.031692,0.031569,0.874249,0.877678,0.876876
195_744515,0.027272,0.0277,0.029621,0.030037,0.031918,0.031137,0.027851,0.028016,0.031223,0.031156,0.027481,0.02815,0.037168,0.036529,0.031151,0.034638,0.035519,0.027255,0.031057,0.029675,0.029634,0.02945,0,0.032091,0.029587,0.028068,0.030698,0.029449,0.02751,0.033344,0.033254,0.026126,0.031694,0.030346,0.035486,0.035746,0.03487,0.034726,0.034626,0.034663,0.033014,0.033738,0.032722,0.033549,0.032174,0.032227,0.031964,0.031057,0.033928,0.033782,0.032514,0.030832,0.033731,0.034365,0.033272,0.033244,0.034686,0.029964,0.029926,0.032337,0.034403,0.036706,0.035964,0.034488,0.03457,0.032401,0.031257,0.027543,0.028399,0.028474,0.027702,0.034964,0.035746,0.032073,0.032386,0.03173,0.032674,0.030256,0.029969,0.033947,0.034821,0.036665,0.031459,0.031605,0.034123,0.028647,0.036388,0.03607,0.032341,0.034817,0.030556,0.031714,0.044248,0.059259,0.032039,0.16129,0.021277,0,0.05,0.03508,0.035454,0.035013,0.03462,0.035609,0.035125,0.034631,0.035052,0.033757,0.033113,0.030157,0.030467,0.031887,0.031272,0.029753,0.147619,0.030457,0.030752,0.028683,0.03141,0.03091,0.03548,0.436255,0.032129,0.0307,0.033168,0.035454,0.03231,0.031398,0.029111,0.031424,0.032049,0.032951,0.033466,0.030884,0.032728,0.032698,0.032662,0.032421,0.03303,0.032648,0.032358,0.876193,0.880552,0.87973
196_744516,0.031606,0.031606,0.031957,0.0336,0.032699,0.031642,0.033505,0.033164,0.032697,0.032517,0.031704,0.033922,0.035819,0.03534,0.033286,0.034791,0.035201,0.034176,0.032372,0.031842,0.031213,0.032196,0.032091,0,0.031628,0.031301,0.034071,0.033338,0.032686,0.031561,0.032626,0.032401,0.034855,0.03555,0.034416,0.034551,0.032185,0.032306,0.034807,0.035014,0.031907,0.033297,0.033301,0.034118,0.032782,0.03353,0.03272,0.032269,0.035414,0.032067,0.033812,0.033911,0.03254,0.031338,0.032891,0.031818,0.036846,0.033984,0.033227,0.033044,0.035747,0.036175,0.034859,0.030275,0.031778,0.031541,0.030003,0.034805,0.034243,0.037152,0.036938,0.033229,0.034396,0.033093,0.033272,0.032528,0.033363,0.031486,0.031032,0.034158,0.032827,0.03317,0.031752,0.032623,0.033279,0.03633,0.03546,0.038557,0.034873,0.036523,0.030063,0.032094,0.039823,0.0625,0.029322,0.112903,0.031915,0,0.0625,0.032113,0.033228,0.033815,0.033667,0.033217,0.032481,0.033338,0.035415,0.033878,0.033553,0.033106,0.033509,0.035657,0.034332,0.031297,0.150487,0.032304,0.02988,0.033124,0.035543,0.032445,0.034249,0.435921,0.034707,0.033787,0.034486,0.032819,0.034165,0.03263,0.031609,0.033987,0.033725,0.03362,0.03475,0.032566,0.033471,0.032605,0.033061,0.031548,0.03354,0.031247,0.030131,0.87525,0.87942,0.878667
197_744528,0.029145,0.029587,0.029659,0.030518,0.029761,0.028885,0.030272,0.029797,0.028992,0.028027,0.027868,0.031065,0.035463,0.034133,0.029604,0.031414,0.032028,0.028959,0.032037,0.02669,0.030488,0.02953,0.029587,0.031628,0,0.031997,0.032126,0.028532,0.031376,0.030653,0.029478,0.028001,0.031187,0.031693,0.035246,0.035129,0.032168,0.032474,0.031474,0.032312,0.030769,0.032175,0.032122,0.0329,0.033044,0.034006,0.031605,0.029221,0.033133,0.029166,0.032063,0.031123,0.032715,0.032197,0.031161,0.031941,0.030718,0.029829,0.028924,0.031036,0.033417,0.034056,0.035753,0.030156,0.034289,0.02988,0.029288,0.029171,0.029577,0.029362,0.02902,0.032613,0.032539,0.030354,0.031596,0.030247,0.031655,0.028586,0.029139,0.033043,0.032181,0.034387,0.026961,0.028776,0.033244,0.030023,0.035181,0.033582,0.031495,0.036831,0.029535,0.030203,0.048246,0.066667,0.032668,0.129032,0.065217,0,0.0375,0.03174,0.03275,0.030364,0.030599,0.031087,0.029696,0.030761,0.03377,0.032111,0.031407,0.02968,0.029147,0.031796,0.031082,0.029478,0.149415,0.031435,0.02927,0.029746,0.030178,0.031821,0.034346,0.434442,0.029209,0.028956,0.031478,0.034049,0.028503,0.029553,0.029055,0.030329,0.030874,0.031068,0.033285,0.029877,0.029723,0.03259,0.031941,0.032546,0.032689,0.03,0.029657,0.876783,0.880848,0.879718
198_744527,0.02988,0.03018,0.029878,0.030461,0.032532,0.031579,0.030411,0.029508,0.034225,0.034823,0.027199,0.028665,0.038517,0.037797,0.031619,0.03492,0.035163,0.031497,0.019919,0.03219,0.019876,0.031321,0.028068,0.031301,0.031997,0,0.031747,0.031404,0.031104,0.033639,0.033778,0.030411,0.033304,0.033049,0.034928,0.034691,0.031911,0.031424,0.03387,0.034862,0.032024,0.03192,0.032809,0.032891,0.030439,0.030338,0.032432,0.030474,0.033349,0.031574,0.032638,0.033094,0.03304,0.029833,0.032553,0.032395,0.031487,0.034727,0.035089,0.0346,0.032658,0.035488,0.030055,0.031553,0.031617,0.032093,0.031392,0.032931,0.033702,0.034234,0.034466,0.035352,0.03619,0.032894,0.033132,0.03416,0.033592,0.033931,0.032095,0.034345,0.033831,0.036023,0.0334,0.031387,0.033831,0.035933,0.034813,0.026515,0.032146,0.035105,0.032229,0.033185,0.043103,0.055556,0.031075,0.106061,0.031915,0,0.036585,0.03425,0.035935,0.034219,0.034217,0.031585,0.030252,0.032686,0.033874,0.033223,0.031828,0.032462,0.032721,0.031525,0.032472,0.031587,0.152892,0.031294,0.030772,0.028087,0.034221,0.033266,0.035564,0.436497,0.03495,0.034339,0.034893,0.032863,0.036726,0.033168,0.034563,0.034483,0.034305,0.034922,0.035297,0.035166,0.035338,0.032823,0.033023,0.031489,0.032551,0.032417,0.031775,0.872485,0.87595,0.87525
199_744526,0.031952,0.032704,0.032093,0.034103,0.033829,0.032944,0.029552,0.029517,0.033215,0.03304,0.030406,0.02996,0.042102,0.040645,0.031968,0.038807,0.038755,0.029941,0.0324,0.028965,0.032072,0.019789,0.030698,0.034071,0.032126,0.031747,0,0.03075,0.030985,0.034904,0.033233,0.030336,0.032464,0.030654,0.03789,0.037206,0.036041,0.035587,0.03595,0.035939,0.036569,0.037077,0.036066,0.036419,0.03474,0.034067,0.0315,0.03035,0.037574,0.032867,0.037465,0.034627,0.038025,0.035766,0.034381,0.038654,0.036371,0.03641,0.035985,0.033184,0.037412,0.036487,0.038333,0.035468,0.032487,0.036364,0.035603,0.030235,0.031514,0.032254,0.032699,0.038192,0.038122,0.036667,0.037109,0.03306,0.033329,0.035402,0.034173,0.03751,0.035113,0.036864,0.033488,0.035248,0.035867,0.030885,0.035374,0.03944,0.036122,0.037645,0.033581,0.035112,0.035088,0.044444,0.035786,0.112903,0.031915,0,0.0625,0.036178,0.036742,0.036258,0.035512,0.037525,0.03679,0.03313,0.034559,0.034797,0.033858,0.033918,0.033039,0.036424,0.036285,0.032766,0.159338,0.034039,0.031332,0.031462,0.03185,0.033181,0.039724,0.434461,0.036041,0.03724,0.035317,0.038058,0.036655,0.031289,0.03207,0.03444,0.035843,0.035339,0.037411,0.035296,0.036386,0.034052,0.034045,0.035048,0.035438,0.031687,0.031941,0.866753,0.869865,0.868845
200_744525,0.022294,0.023698,0.024162,0.024476,0.029655,0.029002,0.022225,0.022241,0.033071,0.032549,0.025078,0.023832,0.037529,0.036488,0.023515,0.034294,0.0349,0.021417,0.031475,0.029352,0.030524,0.032242,0.029449,0.033338,0.028532,0.031404,0.03075,0,0.021228,0.034832,0.032318,0.019273,0.023091,0.023968,0.035001,0.035346,0.034474,0.033712,0.033126,0.032173,0.033455,0.033158,0.032636,0.03296,0.033469,0.032606,0.029969,0.028523,0.033992,0.031691,0.034053,0.032453,0.03385,0.03477,0.032488,0.034502,0.031202,0.031729,0.031661,0.032099,0.034424,0.035545,0.034039,0.032641,0.035882,0.03127,0.030728,0.027393,0.028502,0.028282,0.027724,0.035097,0.035893,0.031218,0.032128,0.031887,0.032428,0.031567,0.031459,0.032817,0.033964,0.032982,0.029923,0.031521,0.034952,0.030888,0.034523,0.034615,0.031237,0.035208,0.032372,0.032088,0.056522,0.060606,0.032659,0.121212,0.042553,0,0.036585,0.032762,0.03362,0.032313,0.032446,0.034556,0.034507,0.035032,0.035522,0.034085,0.032743,0.029219,0.029699,0.032847,0.033581,0.030532,0.158511,0.032578,0.031302,0.03115,0.030156,0.03295,0.036293,0.4344,0.032034,0.031486,0.032703,0.036926,0.032661,0.029461,0.031357,0.030696,0.029826,0.033202,0.032989,0.031339,0.031814,0.032823,0.032557,0.03391,0.033798,0.030315,0.03054,0.870084,0.872014,0.872036
201_744524,0.023529,0.023576,0.022752,0.022645,0.031976,0.030382,0.023428,0.023892,0.033268,0.033185,0.023472,0.024193,0.03701,0.036722,0.023373,0.034502,0.034291,0.02308,0.032454,0.031209,0.03131,0.03134,0.02751,0.032686,0.031376,0.031104,0.030985,0.021228,0,0.036134,0.03232,0.022494,0.023492,0.022591,0.0356,0.035219,0.034029,0.034595,0.032983,0.032489,0.032764,0.033691,0.034275,0.034472,0.032866,0.032565,0.031517,0.029907,0.034711,0.03282,0.034797,0.033366,0.035645,0.034373,0.035266,0.033801,0.032477,0.032426,0.032041,0.031331,0.036086,0.036139,0.034145,0.032081,0.035882,0.032529,0.031721,0.029099,0.030037,0.029932,0.029501,0.035736,0.036844,0.030271,0.030644,0.031391,0.032759,0.033142,0.03261,0.033788,0.034327,0.03461,0.030529,0.031735,0.035701,0.033057,0.036172,0.029337,0.032809,0.036564,0.03222,0.032522,0.047826,0.05597,0.032962,0.096774,0.010638,0,0.04878,0.033767,0.034391,0.034854,0.034167,0.035082,0.033822,0.034307,0.03584,0.033478,0.032184,0.029431,0.030323,0.034324,0.034159,0.031197,0.15429,0.031302,0.031043,0.032115,0.033973,0.0317,0.035439,0.43459,0.033578,0.032178,0.033285,0.035094,0.031546,0.031528,0.030539,0.031089,0.030815,0.030961,0.033065,0.03184,0.032288,0.032673,0.032557,0.034041,0.035232,0.032348,0.031666,0.870665,0.873609,0.873551
202_744523,0.032668,0.033532,0.033782,0.034773,0.033434,0.032782,0.035132,0.035264,0.034198,0.033009,0.033023,0.034396,0.038126,0.037517,0.035442,0.035295,0.034922,0.036099,0.033979,0.030937,0.03309,0.033642,0.033344,0.031561,0.030653,0.033639,0.034904,0.034832,0.036134,0,0.023876,0.034992,0.036108,0.036142,0.038559,0.040299,0.033395,0.033349,0.035546,0.035762,0.033993,0.034721,0.034373,0.035062,0.033783,0.033894,0.033431,0.033131,0.035043,0.033002,0.034921,0.034543,0.035822,0.034023,0.033423,0.035149,0.037297,0.035168,0.034526,0.035484,0.034281,0.036877,0.03755,0.033867,0.033348,0.033066,0.032763,0.03567,0.034624,0.034642,0.036128,0.036139,0.035236,0.032342,0.033233,0.033653,0.035742,0.028184,0.028606,0.034912,0.035902,0.036717,0.029421,0.032342,0.035508,0.034965,0.037616,0.03125,0.035409,0.036707,0.029362,0.035306,0.04386,0.066176,0.033705,0.129032,0.052083,0.333333,0.0625,0.034781,0.036092,0.034256,0.033716,0.035579,0.034709,0.031807,0.032356,0.036321,0.036026,0.035128,0.033732,0.034705,0.034624,0.031669,0.150354,0.03529,0.028332,0.032217,0.034037,0.033599,0.035765,0.436084,0.031928,0.032294,0.035675,0.03687,0.032161,0.033808,0.033972,0.032464,0.032142,0.033193,0.03443,0.032047,0.03274,0.034295,0.034297,0.033304,0.033673,0.033876,0.03342,0.876203,0.878847,0.878378
